,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
10,280,0.878794493,-0.266909198,0.409706011,1.509808074,-0.487798048,0.376829476,-0.389288343,0.33136114,0.702727615,-0.574106367,1.111967187,0.599725186,-1.234587532,-1.028018411,-0.780626425,-0.081814287,0.97970005,0.385091634,-0.240107937,-0.001707997,0.025055821,0.110526605,-0.191237157,-0.059199193,0.504350122,-0.271526148,0.059099556,0.053500821,109.15,0
11,352,-1.046361915,0.720386219,1.60341259,0.608371108,0.460940565,-1.423405785,0.266078667,-0.141047827,-0.516792826,-0.201346544,0.217884092,0.256389564,0.589282921,-0.458450813,1.242185515,-0.026376495,0.356937244,-0.224528038,0.52472785,0.122034588,-0.231026859,-0.529574974,-0.106293227,0.704603774,-0.349903416,0.146040717,0.289964795,0.159571551,2.67,0
12,417,-0.473730525,0.697340217,2.279599507,1.359875086,0.34242916,1.392885633,0.289971173,0.170677021,0.578965557,-0.276892899,-1.577494635,1.009164694,1.303964102,-1.350592295,-1.415533732,-1.55708136,0.672507645,-0.993821895,1.608721032,0.330992725,-0.462424905,-0.486809845,-0.235666653,-0.726568109,0.085981329,-0.351095429,0.28906676,-0.043029565,8.61,0
13,423,1.174845814,-0.09710484,-0.361082798,0.914490346,0.594571029,1.106664149,-0.114835384,0.307649854,0.347845734,0.069757226,-0.609834672,-0.059615684,-1.242260198,0.432566819,-0.518048386,0.043840929,-0.537445239,0.251097124,0.570590286,-0.138106426,-0.157769451,-0.388798487,-0.303408408,-1.737287571,0.805329462,-0.221754615,0.018557919,-0.008569909,43.34,0
14,439,1.258777739,-0.05931276,0.314051845,-0.111066733,-0.503006121,-0.704088585,-0.156473113,-0.051543718,0.369291887,-0.210175904,-0.133846325,-0.131048188,-0.720066615,0.423255175,1.475941727,0.000962489,0.020428459,-0.848828048,-0.281283414,-0.156057415,-0.092730012,-0.249495726,0.086933661,0.12484758,0.141428628,0.992693407,-0.072255526,-0.001742516,0.77,0
15,441,-0.42133565,0.84537344,-0.18005264,-1.194077184,2.737800401,3.293114329,0.375298829,0.66092351,-0.31958809,-0.128709364,0.041619202,-0.436775846,-0.108979575,-0.467947208,1.084601233,0.583542647,-0.600490434,0.313820307,0.321886397,0.278626157,-0.309462385,-0.836050684,-0.053805028,0.940154624,-0.395774107,-0.006256453,0.060371028,-0.013897008,9.27,0
16,462,-1.113781289,0.117378054,2.090359902,0.473339799,0.489379331,-0.993792816,0.038140211,0.145453364,-0.851287662,-0.192764693,1.409528512,0.245435625,-0.811979434,0.628821405,0.685018177,0.087970411,-0.22293937,0.297347724,0.996707629,0.262599193,-0.075002661,-0.588687267,0.044266085,0.505592909,-0.012213639,0.200640558,-0.012297068,0.079744123,13.99,0
17,484,-0.928087753,0.39819407,1.74113125,0.182672744,0.966386863,-0.901003797,0.879016073,-0.156589871,-0.142117461,-0.57477527,-0.478181307,-0.426852484,-1.493425843,0.187920732,-0.282355216,-0.648149999,-0.019449062,-0.782172208,-1.194998469,-0.118283445,0.066353416,0.281377527,-0.257966139,0.385383833,0.391117133,-0.453853317,-0.104448024,-0.125765409,1,0
18,530,1.217261105,-0.080646333,-0.059293199,-0.868862331,-0.236627993,-0.700158534,0.143747178,-0.111374358,0.790808661,-0.895455671,1.837533752,1.977772847,0.455351228,0.400479,0.13555692,-1.313351342,0.207926999,-0.409951002,0.676098078,-0.12624286,0.081581788,0.534693286,-0.159644364,0.296811562,0.855792891,-0.553063184,0.054273983,0.001410492,1,0
19,551,-0.444316306,0.874648031,2.397414431,0.834891986,0.396998045,-0.023138184,1.196550524,-0.672690234,-0.133217376,0.525903475,1.465707116,0.99197755,0.429620087,-0.69747766,-0.74076033,-0.9154571,-0.302646437,-0.033941861,1.133091412,0.229731865,-0.168400215,0.127108159,-0.339153526,0.567472461,0.000613959,-0.521282592,-0.626835538,-0.563630606,8.84,0
20,574,-0.40205703,0.584299901,2.474226946,0.929684063,0.01431371,0.297490246,0.715194583,-0.257152873,0.593868327,-0.179321634,-0.5097084,0.345462617,-0.257994861,-0.958306062,-0.888987964,-1.203546414,0.354845756,-0.902393447,-0.202308508,-0.02660022,-0.07281233,0.445732605,-0.245103368,0.421234408,0.049279871,-0.388322968,-0.329332988,-0.386747159,12,0
21,574,1.178363862,0.444452844,-0.398723301,0.724485932,0.12343852,-0.753883382,0.16141225,0.004017369,-0.306010659,-0.447325443,2.067541739,0.305623801,-1.052388239,-0.606656603,0.567806315,0.343058741,0.965955483,0.223977904,-0.463516775,-0.159718205,-0.055267174,-0.147936552,-0.026551338,0.113746626,0.412081377,0.371214482,-0.02667872,0.023271788,0.76,0
22,610,1.162240848,-0.29434809,0.568069672,-0.043951997,-0.742352175,-0.360376364,-0.431915845,0.055501112,0.255826742,0.013595085,1.044156082,0.561699781,-0.166839481,0.283113,0.678204712,0.828457834,-0.792266862,0.529374739,0.207060795,0.030409803,0.129634929,0.264744942,-0.105011443,0.081854815,0.222889028,1.070107326,-0.074967631,0.003697312,47.85,0
23,610,0.96543363,-0.559999481,-0.024012144,0.793299316,-0.416332275,-0.20563467,0.107858851,-0.063304618,0.67337508,-0.237234017,-1.602819785,-0.396668477,-0.993154159,0.14393869,-0.004896865,0.036574479,-0.202511761,-0.26760017,0.48818085,0.176423611,-0.198279809,-0.820253817,-0.225598553,-0.446018045,0.465659381,0.307254873,-0.062519624,0.03116794,174.88,0
24,637,-3.088510518,-3.182373979,1.411864873,1.927727211,2.843953866,-1.533372542,-0.254110201,-0.230478336,0.255048649,0.656885921,0.507933087,-0.080033611,-1.307032541,-0.060985464,-0.495289015,-0.522296249,-0.351044596,0.537197419,1.47534973,-0.210669076,-0.226161161,0.383600668,2.155447976,-0.050864268,0.322103633,-0.311078072,-0.028970892,-0.383078283,4.88,0
25,643,-2.829522481,-3.027379373,1.26068126,-0.467057902,0.192918086,-1.291538589,1.646201072,-0.475090577,-1.909816512,-0.218001738,-0.365326604,0.151756255,1.41284204,-0.164930531,0.228741256,-1.193028317,-0.4615351,0.674942576,-1.284988321,1.434089382,-0.349000983,-2.092509991,1.729994536,0.254756639,0.305875217,-0.156662166,-0.439597796,-0.076201835,589.21,0
26,651,-0.618515263,0.713332593,2.162785603,4.861129283,0.802696571,0.161066394,-0.12017054,0.114415193,-1.746005188,1.296162198,-0.923738839,0.260684771,1.283263399,-0.354878122,-0.31124389,-0.610100957,0.498638439,-0.226090973,1.286694648,0.421456753,0.124022116,0.432931698,0.008914906,0.429124252,-0.413621549,0.33070619,0.187836557,0.191494218,4.2,0
27,679,-0.722725685,-0.151058535,1.923479055,-1.321697298,-0.409026721,-0.949167321,-0.477108714,0.078313409,1.099614836,-1.091278339,0.217931173,0.183654871,-0.472249908,0.15308654,2.703684691,-0.957342517,0.465748367,-0.011254454,1.202606478,-0.063360248,0.171732715,0.643666337,-0.112793759,0.459767923,-0.673286018,0.013626264,0.132681023,0.123159289,0.05,0
28,741,-1.64497898,1.185169272,0.846529622,-1.174374625,1.845442302,4.786768985,-1.388911953,-2.132958016,0.587086287,-0.047872831,-0.580281676,0.046105215,-0.235291867,-0.495164231,0.218981947,0.289038389,-0.459990174,0.411648822,0.498096905,-0.358568221,2.849081188,-1.322193218,0.096048034,0.979467454,0.434881812,0.380887583,0.296507649,-0.069829148,8.12,0
29,751,-0.654892251,0.608319162,1.58510174,-3.009429241,0.037592712,-1.954022993,1.335977137,-0.612858372,0.690254192,-1.681536987,0.361360985,1.122803262,0.897326399,-0.279798556,0.209001395,-0.268394126,-0.743755916,-0.749993944,-0.962561902,-0.13709652,-0.078527052,-0.06419397,-0.107350003,0.961776006,-0.06775974,-0.549464951,-0.232588216,-0.108260749,3.9,0
30,788,-1.684144187,0.421962146,2.601415271,-0.412067353,0.295014859,-0.237648972,0.3547508,-0.337423655,1.08175734,0.309250003,-0.924440188,0.115258493,0.43909937,-1.314406501,-0.239662373,0.171254683,-0.783955505,-0.202817194,-0.382511889,0.168489884,-0.248515402,-0.060966048,-0.420461839,0.082512106,0.363606967,0.18834844,-0.376011094,-0.055707457,5.42,0
31,843,-0.712855324,1.283770738,2.706447224,2.665761333,0.165224148,0.63744571,0.358576243,-0.003691529,-1.171859846,0.999814166,-0.021368131,0.003083366,1.110222143,-0.374985577,1.805882816,-0.151584396,-0.005085306,-0.324990952,0.341406497,0.378890163,-0.065389827,0.118837136,-0.187710544,0.091473901,-0.120111903,0.141127039,0.093882631,-0.072987338,14.99,0
32,862,1.208498423,0.570566972,0.0430931,1.244182243,0.178013652,-0.861349108,0.561900324,-0.298842358,-0.542087608,0.023788435,0.333986731,0.996386509,1.06777303,0.380016722,0.744107545,-0.617218798,0.004715798,-1.075425233,-0.796480768,-0.127231662,0.064083377,0.328368254,-0.086533598,0.438507617,0.768232085,-0.27431736,0.015214328,0.01321965,1,0
33,943,-1.21250204,-0.058850913,1.823434553,-0.891163804,-0.455971674,1.330098254,-0.631759816,1.245755804,0.774278112,-1.547850914,-0.23949024,-0.022576733,-2.047290959,0.103257263,0.230367456,-1.024023995,1.436265673,-2.347027006,-1.928416822,-0.357609062,0.027180641,0.039612096,0.23351888,-0.621402488,-0.463379298,0.89788813,-0.12190654,-0.10175916,48.94,0
34,1029,-0.480417181,1.004820647,1.55986061,1.026400765,-0.263462666,-0.992021362,0.87965932,-0.235223257,-0.602235805,-0.154489675,0.005792361,0.102661888,-0.053509621,0.318902517,1.007101775,-0.394458105,-0.016057739,-0.247296509,0.328702442,-0.046327672,-0.000714491,-0.018323448,0.060474197,0.902583067,-0.55245687,-0.603276159,0.073427187,0.163755515,49.5,0
35,1045,-1.909156887,-0.689586154,1.742658544,-1.188207911,0.98131849,-0.190054154,0.780530203,-0.021103022,0.197159957,-0.853233386,0.642153405,0.299012072,-1.239267992,-0.136593315,-1.509742178,0.247292421,-0.6791214,-0.549762029,-1.04946976,-0.31227685,-0.230256926,-0.476777426,-0.34150684,-0.268397191,0.432744679,0.265405231,-0.183403243,-0.238583444,158,0
36,1055,-1.047260097,-0.414099798,3.61440858,3.551137319,-1.227880069,1.496923312,-0.210201207,0.352444594,0.450434271,0.233956984,-1.693704523,-0.518696592,-0.869870427,-1.280193544,-0.964162665,-0.652894706,0.688922829,0.454929585,1.274797568,0.66936917,0.209692109,0.78821811,0.117977861,0.425137135,0.209526773,0.502738471,-0.067870882,-0.099755798,196.33,0
37,1060,-1.933292619,0.37267689,0.60316665,-0.27760452,-1.228736843,-0.436063817,0.509819251,0.797888241,-0.452184775,-1.194286595,0.624701912,0.882000411,-0.751293402,0.728436619,-1.402815992,0.295308917,0.022840833,-0.031409627,0.144674389,-0.378216408,-0.003580134,-0.190195335,0.367919795,0.571413638,-0.159454533,0.306409738,-0.162907118,-0.268754225,158,0
38,1077,-3.936794069,-3.670519003,-1.4538205,2.299749994,-9.74943959,6.456410462,10.78408765,-2.160015892,-0.238116043,-1.004398447,-0.318436576,-1.981435107,-0.876498836,-1.095708801,1.132103161,1.643440088,-0.853989692,-0.165444597,-0.810784648,-2.203675593,-0.979104301,0.957186172,2.441959812,0.25060716,0.300907905,1.157866944,1.624284237,-1.638647215,2452.03,0
39,1084,-0.327425986,0.377345936,1.044563662,-0.821648528,-0.938043829,-0.41614793,2.082513219,-0.958190627,-1.466671133,0.792564609,-0.399235086,-0.667212412,0.103507945,-0.251876828,0.497426812,-1.697175796,-0.217424869,0.597222064,-0.48730687,-0.45060176,-0.774607026,-1.402096629,0.03775924,0.334190032,-0.311227214,0.054431293,-0.448106411,-0.465675339,229.9,0
40,1121,1.41001169,-1.354061195,1.053231476,-1.234617953,-1.746969984,0.33000627,-1.606554328,0.159225576,-1.075106257,1.19065786,-0.918683727,-0.467322183,0.894092076,-1.034121903,0.001869154,-0.68862144,0.85293624,-0.329482193,-0.310990893,-0.305190287,-0.225977233,-0.051158676,0.035676536,-0.273576519,0.232299687,-0.146317756,0.095326124,0.028719443,26,0
41,1125,1.139306895,0.519481137,0.580852933,2.303512472,0.03966303,-0.009020394,0.063025388,0.024327742,-1.031337702,0.837505977,0.947362786,0.71631495,0.453491082,0.372648814,-0.180398854,0.991730027,-1.036779846,0.25032365,-0.600647358,-0.069725756,-0.028202542,-0.175014972,-0.048941562,0.001270835,0.444293363,-0.074540432,-0.013217938,0.014794771,19.49,0
42,1140,1.22041166,-0.129893093,0.721400559,0.128811598,-0.892553736,-0.869999864,-0.309361093,-0.140350177,0.408363578,-0.163300186,-0.258482895,0.286629821,0.427683782,-0.011748749,1.288987589,0.505167837,-0.453345336,-0.149225839,-0.205884611,0.004701587,0.094439903,0.271115819,-0.040633828,0.484349422,0.235059979,1.067054891,-0.063220491,0.015033066,27.99,0
43,1236,0.989275403,-0.729340652,-0.593078443,-1.527905269,-0.289610801,-0.667474994,0.277676145,-0.124735866,0.811585099,-0.940542861,1.494490462,1.097024555,-0.381901942,0.797212744,1.114240879,-0.711640006,-0.100078559,-0.098740774,0.831006484,0.1939668,0.109294446,0.075873616,-0.26661905,-0.241893962,0.574936136,0.03091282,-0.039798738,0.014317811,160,0
44,1247,-1.427335011,-0.172234448,0.334924539,-1.939280291,0.280493227,-1.976853012,0.014207792,0.369486171,0.651923071,-1.508591272,-0.142871381,0.144804164,-1.237008168,1.001179946,1.363515167,-0.965197563,0.485987388,-0.537400142,0.121620973,0.100942503,0.200903326,0.302897049,-0.071130663,0.434116825,-0.231365851,-0.129275696,0.262172912,-0.011976548,1,0
45,1252,-1.495767942,0.185577609,1.593030428,-0.481535205,1.207024631,-0.497431273,0.216885194,0.259976298,-0.600883131,-0.727333217,1.185527903,0.097858791,-0.905238091,-0.054124691,0.243524262,0.657672686,-0.258547112,0.073581165,-0.60840195,-0.052854945,-0.147642629,-0.740127766,-0.043306933,-0.386413249,0.16776103,0.034520672,-0.1991945,0.195244659,1.79,0
46,1256,1.350757325,-0.332866472,0.00145303,-0.594762825,-0.684585812,-0.827280312,-0.482696508,-0.221652632,-0.862776253,0.121316736,-0.163709452,-0.354386695,1.376476319,-1.572857048,0.903073145,1.714031145,0.783876299,-0.811648091,0.478941608,0.27582768,0.05074761,0.038799414,-0.110279089,-0.169616908,0.452920575,-0.259138505,0.028260969,0.049768122,49.9,0
47,1261,1.008863826,-0.688276668,-0.481515528,-1.332285405,-0.530415764,-1.186429736,0.370423251,-0.27845776,1.087238261,-1.102418471,0.046304114,0.381620295,-0.608909713,0.67090733,1.818558874,-0.991944808,0.284618909,-0.670116893,0.419385805,0.155957416,0.076270994,0.003090002,-0.210516787,0.133447669,0.552605662,0.028854393,-0.037211402,0.027281213,160,0
48,1266,-2.148128157,1.039826677,-1.002418844,-0.929506223,1.789279529,3.431726289,-0.631535825,1.813607748,-0.040116477,-0.136025812,-0.848150648,0.268879814,-0.10431255,0.426107264,-0.226305568,0.136777547,-0.134616446,-0.036248465,0.706039324,0.200778845,-0.223173902,-0.66715708,0.024399056,1.023699807,0.308171782,0.256425425,0.14988868,0.181677456,14.93,0
49,1300,1.218908439,0.245989065,0.546689546,0.49829649,-0.366172515,-0.652761843,0.000223119,-0.093411956,-0.308102984,0.085223479,1.586879567,1.386257311,0.848888787,0.312638826,0.263603585,0.470596592,-0.709666805,-0.122417799,0.167172653,-0.043543596,-0.199039021,-0.581332093,0.116861359,0.341019016,0.208660214,0.075216537,-0.028740058,0.010065721,1.29,0
50,1316,-0.614421351,0.708348701,1.399750696,0.917166274,0.499314926,0.489940134,0.639752248,0.095104826,-0.058341188,0.346378255,0.608356742,-0.097064144,-1.651846066,0.211724877,-0.431920951,-0.833975922,0.114416984,0.02913084,0.858401805,0.073171044,-0.062535796,0.214465608,-0.161873518,-0.326832588,-0.112651003,-0.303115271,0.116764752,-0.031356893,20.22,0
51,1355,-1.724928098,1.877471081,0.43323678,-1.002961797,-0.059030181,-0.524864951,0.385128104,0.434745463,0.547897088,0.327522905,-1.41513623,0.39607947,0.745998129,-0.258355457,-0.291759075,0.240655665,-0.501085124,-0.420360534,-0.03733539,0.493439026,-0.315926767,-0.577280577,-0.104840976,-0.422630561,0.146024521,0.362495965,0.598674908,0.355718042,1,0
52,1378,1.209727587,0.57932279,0.069218223,2.513965902,0.012612831,-0.892993051,0.443577878,-0.17266385,-0.752470125,0.791759238,-0.872963543,-1.185269876,-2.04037055,0.920843128,0.426523491,0.423459398,-0.361230383,-0.25447062,-0.877090284,-0.275755484,-0.032351811,-0.23114821,-0.088664061,0.329877583,0.65841024,0.074455483,-0.054533675,0.007349043,12.33,0
53,1398,-0.627588668,1.348169576,2.329348062,2.155404658,0.18068173,-0.100331802,0.773564663,-0.276951635,-1.104242188,0.762644072,-0.478249331,-0.380348742,0.351297739,-0.219652324,0.84685091,0.368813457,-0.558734296,-0.043938674,-0.182329395,0.071404547,-0.027312345,-0.048266534,-0.173095772,0.376041347,-0.217832363,-0.106502618,-0.328117035,-0.09880858,11.72,0
54,1418,1.337507089,-0.334185273,0.543762269,-0.006990062,-0.945199662,-0.751257878,-0.323974539,-0.243957575,-0.88688009,0.611051744,-0.547558554,0.697652933,1.441234804,-0.324858978,-0.030474097,-1.624762882,0.07957073,0.541333113,-0.63798456,-0.419653636,-0.584881178,-1.073695291,0.117186776,0.404193229,0.275675048,0.314551846,-0.002506952,0.022261976,16.8,0
55,1418,-0.814336431,1.139682663,1.067270277,1.231869866,-0.192121496,0.319095396,0.106998267,0.743025847,-0.557680061,-0.134222661,0.735212709,0.409251739,-1.291777159,0.752317369,-0.398735912,-0.847130422,0.610239104,-0.005305383,1.014471606,-0.013667386,0.052109371,0.278061124,-0.07836796,0.010283747,-0.130790623,-0.235253549,0.291107415,0.125879497,18.42,0
56,1434,1.252520287,-0.032941227,-1.168871777,0.269500671,2.180941418,3.608860666,-0.431688672,0.847706312,0.171799772,-0.020876205,-0.542253973,0.236358996,-0.221821965,0.192747859,-0.150455553,-0.100561678,-0.510666493,-0.075182496,0.361785155,-0.027397653,-0.180045164,-0.483764079,-0.131531667,1.010163873,0.891151909,-0.327225042,0.024283237,0.013431108,13.99,0
57,1443,-0.57297295,1.053404902,1.485057906,-0.756460546,0.459226794,-0.709261663,1.082531727,-0.312259401,-0.093037418,-0.247325012,-0.840335669,-0.189690922,0.171119205,-0.199916205,0.35780098,0.550552152,-1.026542768,-0.334122203,-0.646452501,0.065177946,-0.268096358,-0.610694126,-0.116636426,-0.1386736,-0.28338406,-0.113378303,0.00790346,-0.040086607,3.56,0
58,1469,-1.010283154,1.066261317,0.684816813,-0.567201499,-0.523321671,0.711475421,-1.228311561,-3.77596377,0.3899217,-0.233083422,1.098309734,0.794758247,-1.475673042,0.647700178,-0.540644841,0.132017451,0.086706421,-0.51266814,-0.585164737,-1.125569682,3.612994286,-1.893820848,-0.108467422,-0.018082816,0.592110468,0.427354017,0.310050498,0.197386561,79,0
59,1474,1.089344934,-0.8274496,0.868256161,-1.263644295,-1.523895189,-0.715011114,-0.73112533,0.101221472,1.77800665,-0.997319037,1.3482656,1.074862396,-0.831962588,0.14467228,0.708635514,-0.241216906,-0.207429733,0.730633702,0.872144122,0.003439674,0.208753667,0.650664043,-0.139739344,0.592505146,0.378386994,0.080124349,0.024820607,0.024757779,68,0
60,1519,-3.15890513,2.475071629,0.051414201,-0.896920132,-1.04056087,-0.972096159,-0.273748681,1.130713068,0.542132959,1.015474182,1.030217329,1.536074754,0.323778166,0.283694964,-1.028644017,0.273773379,-0.159917119,-0.232309609,-0.170839538,0.382448548,-0.267450028,-0.30475034,0.247925745,0.542443173,0.124237649,0.267672867,0.335014949,0.082145727,1,0
61,1534,1.087083894,0.122517564,-1.379112587,0.512636805,0.626296001,-1.197576462,1.188195742,-0.398293699,-0.967212489,0.211625584,1.598623685,0.362505556,-1.295440986,1.426305697,-0.213082967,-0.970039597,0.23281398,-0.630046573,-0.097445922,-0.022790894,0.394566274,0.963427076,-0.493709077,0.34416054,1.198228471,0.974472397,-0.144525589,-0.027899828,104.49,0
62,1549,-0.975437084,0.700053344,2.180777138,-0.276132865,0.522232766,-0.521060947,1.135711052,-0.070861851,0.079412562,-0.942690127,-0.739612457,-0.557810639,-1.985005499,-0.027860028,-1.087962478,-0.296122107,-0.22488936,-0.94776313,-1.976456268,-0.318459873,-0.096645601,-0.127844009,-0.351790962,0.342088291,0.690008188,-0.598514729,-0.151631918,-0.17404333,9.99,0
63,1618,-1.567669101,0.897998867,1.729048728,-1.203222054,0.879026527,1.511849264,0.483457798,0.439483079,0.252150861,0.035521087,1.97496147,0.644480505,-1.106284625,-0.048506077,0.268458375,-1.134911522,0.569982038,-2.028867257,-1.562496862,0.004906732,-0.119342702,-0.033204917,-0.162268486,-1.011758255,0.012368268,0.42957759,-0.185702019,-0.065807955,5,0
64,1704,-1.340721344,1.327735826,1.206846431,-1.599868032,-0.338268226,-0.819468338,0.566687655,-0.035784012,0.993597696,1.177592167,1.320237003,0.199436042,-0.87305435,-0.322648743,0.008492771,0.668698512,-1.07706729,0.108754169,-0.580293695,0.592439877,-0.293723512,-0.229628719,-0.04962026,0.332238266,-0.161360163,0.643113702,-0.029147739,-0.436038924,0.77,0
65,1717,-0.169096846,0.591062721,1.434194456,1.689795389,0.049572485,0.282544257,0.391666442,0.049288372,-0.087241268,0.53878025,0.986061172,-0.400709806,-2.527993298,0.52787603,0.104380026,-1.309947605,0.690527034,0.083550119,1.607729232,-0.054802201,0.054460545,0.452071493,-0.036768406,0.185664669,-0.831509569,-0.274762309,-0.047496985,-0.037329183,13.99,0
66,1864,0.928879652,0.030809666,0.310378411,2.505962862,-0.196663718,-0.227667662,0.25254354,-0.071883128,-0.569867435,0.645321069,-1.132961783,-0.745590582,-0.768673338,0.467866045,0.69812927,0.926185337,-0.765524486,0.004624503,-0.860851307,0.115359869,-0.023768961,-0.501286393,-0.162326604,-0.159603024,0.400490444,-0.05593188,-0.044255214,0.044000773,156.2,0
67,1968,1.316871431,-0.041702301,0.031666621,-0.374733042,-0.181378015,-0.369982449,-0.15770793,-0.025548381,0.080672352,-0.013351992,0.705441273,0.514797678,-0.049409231,0.424638415,0.5183621,0.702694578,-0.842493093,0.292019686,0.67383451,-0.048502311,-0.115908337,-0.354338304,-0.065239064,-0.442741535,0.313994124,0.995412746,-0.089742375,-0.015698665,1.08,0
68,2040,1.325150874,-0.175694395,-0.336557232,-1.267175467,-0.04567376,-0.411153205,-0.061864573,-0.056107523,0.982057457,-0.77861857,0.487457059,0.821210627,-0.073825474,0.563548006,1.090775556,0.006527067,-0.890914034,0.877146858,1.263315081,-0.064929413,-0.059722905,-0.109148493,-0.227671907,-0.827839935,0.777255922,-0.681629575,0.04140404,0.002897422,12.14,0
69,2071,1.158078496,-0.202637926,0.456259785,0.443969773,-0.526035693,-0.225323222,-0.151647416,-0.017965392,-1.628437583,0.91764892,1.72897416,1.262616828,0.915653217,0.397491509,0.132667417,-1.535621294,-0.096045395,0.532947057,-1.070335657,-0.440099048,-0.707051779,-1.687483338,0.303324858,0.129808093,0.019842881,-0.842859214,0.046493553,0.032160635,49.59,0
70,2072,-2.680091836,-2.029268971,1.032642797,1.096967923,3.844721338,-3.304339468,-1.01558637,-0.471079676,0.435722896,-0.263433345,-0.131910197,-1.068046205,-1.571153551,-1.61760545,0.88305985,0.726776901,0.515266817,0.710599739,-1.046830464,-0.599776531,-0.266218651,-0.2326724,-0.821725671,0.290202671,0.119130005,-0.52018827,0.03994814,-0.564946234,1,0
